ID,REC.WAV,TEXT,TEXT VALENCE,TEXT AROUSAL,TEXT DOMINANCE,AUDIO VALENCE,AUDIO AROUSAL,AUDIO DOMINANCE,EUCLIDEAN_DISTANCE,GMM_PROB_0,GMM_PROB_1,GMM_COMPONENT,GMM_FINAL_LABEL,GMM_THRESHOLD
subject 16_sadness_sentence 3,subject 16_sadness_sentence 3.wav,Everything was so perfect! I just don't understand!,0.4083333333333334,-0.0495,0.2508333333333333,0.3426992893218994,0.264413833618164,0.3844630718231201,0.347428596518761,0.9363388189586276,0.06366118104137235,0,consistent,0.8545369739270962
subject 16_sadness_sentence 4,subject 16_sadness_sentence 4.wav,I still loved her,0.4684999999999999,-0.548,-0.1085,0.2041066884994506,0.2425992488861084,0.3457546234130859,0.9493672937265482,0.30938053578736,0.6906194642126401,1,inconsistent,0.8545369739270962
subject 16_sadness_sentence 5,subject 16_sadness_sentence 5.wav,She was my life,0.418,0.0735,0.324,0.2756021022796631,0.349179744720459,0.3439222574234009,0.3109234299070322,0.9414499443653807,0.058550055634619444,0,consistent,0.8545369739270962
subject 16_surprise_sentence 1,subject 16_surprise_sentence 1.wav,You have never told me that!,-0.012,-0.14275,-0.0455,-0.4408803582191467,0.633882999420166,0.6398341655731201,1.1210620392986073,0.07602362624239221,0.9239763737576078,1,inconsistent,0.8545369739270962
subject 16_surprise_sentence 2,subject 16_surprise_sentence 2.wav,I didn't expect that!,-0.0206666666666666,0.1326666666666666,-0.082,-0.3071475625038147,0.6895450353622437,0.6591495275497437,0.9703027586211996,0.2703107581869269,0.729689241813073,1,inconsistent,0.8545369739270962
subject 16_surprise_sentence 3,subject 16_surprise_sentence 3.wav,"Wahoo, I would never have believed this!",0.1326666666666666,0.0923333333333333,-0.0333333333333333,-0.2582972645759582,0.8229067325592041,0.7781124114990234,1.1597562174852394,0.05105834550082492,0.948941654499175,1,inconsistent,0.8545369739270962
subject 16_surprise_sentence 4,subject 16_surprise_sentence 4.wav,I never saw that coming!,-0.132,-0.04475,-0.0745,-0.6554765701293945,0.6273703575134277,0.677311897277832,1.136219443306136,0.0652444224533152,0.9347555775466848,1,inconsistent,0.8545369739270962
subject 16_surprise_sentence 5,subject 16_surprise_sentence 5.wav,"Oh my God, that's so weird!",0.012,0.1443333333333333,0.192,-0.0625000596046447,0.5446984767913818,0.4686195850372314,0.492301637010735,0.899928338003603,0.10007166199639707,0,consistent,0.8545369739270962
subject 17_anger_sentence 1,subject 17_anger_sentence 1.wav,"What??? No, no, no, listen! I need this money!",0.25,0.0259999999999999,-0.0111999999999999,-0.5855963230133057,0.6438324451446533,0.526817798614502,1.1702142098491082,0.0456565276080677,0.9543434723919322,1,inconsistent,0.8545369739270962
subject 17_anger_sentence 2,subject 17_anger_sentence 2.wav,I don't care about your coffee! Please serve me!,0.246,-0.1131428571428571,-0.0607142857142857,-0.1630668640136718,0.1788513660430908,0.3029203414916992,0.6203438302354434,0.8288904676465019,0.17110953235349824,0,consistent,0.8545369739270962
subject 17_anger_sentence 3,subject 17_anger_sentence 3.wav,I can have you fired you know!,0.17525,0.0444999999999999,-0.04125,-0.4365499019622803,0.1739172935485839,0.2981665134429931,0.7115135455550328,0.7373340272849486,0.2626659727150514,0,consistent,0.8545369739270962
subject 17_anger_sentence 4,subject 17_anger_sentence 4.wav,Is your coffee more important than my money?,0.4425,0.052,0.3265,-0.3536000847816467,0.4463875293731689,0.5014152526855469,0.9054900407715514,0.3965869994647516,0.6034130005352484,1,inconsistent,0.8545369739270962
subject 17_anger_sentence 5,subject 17_anger_sentence 5.wav,"You're getting paid to work, not drink coffee!",0.3251666666666666,0.1145,-0.037,-0.093900978565216,0.2612711191177368,0.3619719743728637,0.5969406076170802,0.8460226676381644,0.15397733236183558,0,consistent,0.8545369739270962
subject 17_disgust_sentence 1,subject 17_disgust_sentence 1.wav,That's horrible! I'll never eat noodles again.,-0.1916,0.1149999999999999,-0.1156,-0.6573672294616699,0.5055816173553467,0.5481868982315063,0.9000589748011641,0.4076546311413374,0.5923453688586625,1,inconsistent,0.8545369739270962
subject 17_disgust_sentence 2,subject 17_disgust_sentence 2.wav,Something is moving inside my plate,0.0696,-0.0712,-0.112,0.0487720966339111,0.0687355995178222,0.1394736766815185,0.2885390504502992,0.9440257624332467,0.05597423756675337,0,consistent,0.8545369739270962
subject 17_disgust_sentence 3,subject 17_disgust_sentence 3.wav,Aaaaah a cockroach!!!,-0.624,0.334,-0.608,-0.5776172876358032,0.2269067764282226,0.1987209320068359,0.8151189954106287,0.575896728480489,0.42410327151951105,0,consistent,0.8545369739270962
subject 17_disgust_sentence 4,subject 17_disgust_sentence 4.wav,"Eeeek, this is disgusting!!!",-0.301,0.1679999999999999,-0.191,-0.0307150483131408,0.1081581115722656,0.1362311840057373,0.4286201751023415,0.9198184679177296,0.08018153208227051,0,consistent,0.8545369739270962
subject 17_disgust_sentence 5,subject 17_disgust_sentence 5.wav,That's gross!,-0.385,0.1134999999999999,-0.319,-0.1004595160484314,0.2600730657577514,0.3215913772583008,0.7161035282909208,0.7315254455810174,0.2684745544189825,0,consistent,0.8545369739270962
subject 17_fear_sentence 1,subject 17_fear_sentence 1.wav,"Oh my god, there is someone in the house!",0.1676,-0.184,0.1636,-0.1405786275863647,-0.2182570099830627,-0.1117748618125915,0.4147034166151743,0.9232542080508468,0.07674579194915332,0,consistent,0.8545369739270962
subject 17_fear_sentence 2,subject 17_fear_sentence 2.wav,Someone is climbing up the stairs,0.1995,0.111,0.055,-0.2236965894699096,-0.1754124164581298,-0.0555855631828308,0.5228351484213856,0.8874111655292708,0.11258883447072926,0,consistent,0.8545369739270962
subject 17_fear_sentence 3,subject 17_fear_sentence 3.wav,Please don't kill me...,-0.174,0.238,0.1339999999999999,-0.1054334044456482,-0.2176306247711181,-0.1368447542190551,0.5344693865351071,0.8820243316352855,0.11797566836471457,0,consistent,0.8545369739270962
subject 17_fear_sentence 4,subject 17_fear_sentence 4.wav,I'm not alone! Go away!,-0.2653333333333333,-0.356,-0.3253333333333333,-0.6562491655349731,0.2790608406066894,0.3311003446578979,0.993490127147256,0.22989602900481038,0.7701039709951897,1,inconsistent,0.8545369739270962
subject 17_fear_sentence 5,subject 17_fear_sentence 5.wav,I have nothing to give you! Please don't hurt me!,0.0255714285714285,-0.1645714285714285,-0.0431428571428571,-0.6205543279647827,0.0058705806732177,0.1497504711151123,0.6955119034648365,0.7566225130253729,0.24337748697462716,0,consistent,0.8545369739270962
subject 17_happiness_sentence 1,subject 17_happiness_sentence 1.wav,"That's great, I'm rich now!!!",0.4765,0.12425,0.3655,0.3869311809539795,0.2378592491149902,0.3234658241271972,0.1506535985998223,0.9527084855354531,0.047291514464546824,0,consistent,0.8545369739270962
subject 17_happiness_sentence 2,subject 17_happiness_sentence 2.wav,I won: this is great! I'm so happy!,0.47525,0.2,0.2645,0.832368016242981,0.5449886322021484,0.6656746864318848,0.6383506582653082,0.8141112190394446,0.18588878096055533,0,consistent,0.8545369739270962
subject 17_happiness_sentence 3,subject 17_happiness_sentence 3.wav,Wahoo... This is so great.,0.4195,0.3325,0.167,0.5520786046981812,0.3496179580688476,0.3996918201446533,0.2683572135687712,0.9460261137179081,0.05397388628209182,0,consistent,0.8545369739270962
subject 17_happiness_sentence 4,subject 17_happiness_sentence 4.wav,I'm so lucky!,0.92,0.22,0.586,-0.8061223030090332,0.235722541809082,0.3418171405792236,1.7433790959229305,1.3147559615372357e-05,0.9999868524403848,1,inconsistent,0.8545369739270962
subject 17_happiness_sentence 5,subject 17_happiness_sentence 5.wav,I'm so excited!,0.816,0.862,0.418,0.5973033905029297,0.2936576604843139,0.3291549682617187,0.6154142194946861,0.8326874103681016,0.1673125896318984,0,consistent,0.8545369739270962
subject 17_sadness_sentence 1,subject 17_sadness_sentence 1.wav,Life won't be the same now,0.304,-0.2235,0.18,-0.0581887960433959,-0.4101654291152954,-0.221698522567749,0.5721769039722543,0.8618504340158178,0.13814956598418215,0,consistent,0.8545369739270962
subject 17_sadness_sentence 2,subject 17_sadness_sentence 2.wav,"Oh no, tell me this is not true, please!",0.1856,-0.1384,0.0748,-0.4920517802238464,-0.1105797290802002,-0.0003585219383239,0.6823743152658611,0.7713688734472999,0.22863112655270013,0,consistent,0.8545369739270962
subject 17_sadness_sentence 3,subject 17_sadness_sentence 3.wav,Everything was so perfect! I just don't understand!,0.4083333333333334,-0.0495,0.2508333333333333,0.0054857730865478,-0.2294199466705322,-0.0734794735908508,0.5475729547208826,0.8755055096217086,0.12449449037829148,0,consistent,0.8545369739270962
subject 17_sadness_sentence 4,subject 17_sadness_sentence 4.wav,I still loved her,0.4684999999999999,-0.548,-0.1085,0.2905483245849609,0.0594680309295654,0.1795694828033447,0.6954626045353189,0.7566796619121369,0.24332033808786302,0,consistent,0.8545369739270962
subject 17_sadness_sentence 5,subject 17_sadness_sentence 5.wav,She was my life,0.418,0.0735,0.324,-0.2405944466590881,-0.3702647686004638,-0.155608057975769,0.9277379502297524,0.3517097653250953,0.6482902346749049,1,inconsistent,0.8545369739270962
subject 17_surprise_sentence 1,subject 17_surprise_sentence 1.wav,You have never told me that!,-0.012,-0.14275,-0.0455,-0.8058694005012512,0.4982310533523559,0.5396838188171387,1.1762335812304976,0.042777308112640605,0.9572226918873595,1,inconsistent,0.8545369739270962
subject 17_surprise_sentence 2,subject 17_surprise_sentence 2.wav,I didn't expect that!,-0.0206666666666666,0.1326666666666666,-0.082,-0.1917040348052978,0.1500414609909057,0.2823917865753174,0.4029107083475828,0.9259500814878118,0.07404991851218835,0,consistent,0.8545369739270962
subject 17_surprise_sentence 3,subject 17_surprise_sentence 3.wav,"Wahoo, I would never have believed this!",0.1326666666666666,0.0923333333333333,-0.0333333333333333,-0.5326342582702637,0.222463846206665,0.3721485137939453,0.7899207551725432,0.6208053335102205,0.3791946664897794,0,consistent,0.8545369739270962
subject 17_surprise_sentence 4,subject 17_surprise_sentence 4.wav,I never saw that coming!,-0.132,-0.04475,-0.0745,-0.1709990501403808,-0.0935711860656738,0.0839099884033203,0.1702884568802335,0.9521150832138812,0.04788491678611896,0,consistent,0.8545369739270962
subject 17_surprise_sentence 5,subject 17_surprise_sentence 5.wav,"Oh my God, that's so weird!",0.012,0.1443333333333333,0.192,-0.0652337670326232,0.2500244379043579,0.2592213153839111,0.1471542374430176,0.9527943559892738,0.04720564401072629,0,consistent,0.8545369739270962
subject 18_anger_sentence 1,subject 18_anger_sentence 1.wav,"What??? No, no, no, listen! I need this money!",0.25,0.0259999999999999,-0.0111999999999999,-0.4402913451194763,0.5996110439300537,0.4673531055450439,1.017125776731761,0.19236042357115696,0.807639576428843,1,inconsistent,0.8545369739270962
subject 18_anger_sentence 2,subject 18_anger_sentence 2.wav,I don't care about your coffee! Please serve me!,0.246,-0.1131428571428571,-0.0607142857142857,-0.859401524066925,0.5644451379776001,0.5809605121612549,1.446645971469681,0.0014098532795127515,0.9985901467204873,1,inconsistent,0.8545369739270962
subject 18_anger_sentence 3,subject 18_anger_sentence 3.wav,I can have you fired you know!,0.17525,0.0444999999999999,-0.04125,-0.7552623152732849,0.4402978420257568,0.4253995418548584,1.1136745016120484,0.08178467182386354,0.9182153281761364,1,inconsistent,0.8545369739270962
subject 18_anger_sentence 4,subject 18_anger_sentence 4.wav,Is your coffee more important than my money?,0.4425,0.052,0.3265,-0.6124936938285828,0.428628921508789,0.4286251068115234,1.1248513572806924,0.07320009870805838,0.9267999012919416,1,inconsistent,0.8545369739270962
subject 18_anger_sentence 5,subject 18_anger_sentence 5.wav,"You're getting paid to work, not drink coffee!",0.3251666666666666,0.1145,-0.037,-0.2546217441558838,0.6722713708877563,0.6783318519592285,1.0765515138318116,0.1162384072871404,0.8837615927128596,1,inconsistent,0.8545369739270962
subject 18_disgust_sentence 1,subject 18_disgust_sentence 1.wav,That's horrible! I'll never eat noodles again.,-0.1916,0.1149999999999999,-0.1156,-0.6830439567565918,0.0414983034133911,0.1534609794616699,0.565078289003,0.8659902688183115,0.13400973118168844,0,consistent,0.8545369739270962
subject 18_disgust_sentence 2,subject 18_disgust_sentence 2.wav,Something is moving inside my plate,0.0696,-0.0712,-0.112,-0.1184130907058715,-0.0866059064865112,0.0275578498840332,0.2346543366224024,0.9487545409452938,0.05124545905470619,0,consistent,0.8545369739270962
subject 18_disgust_sentence 3,subject 18_disgust_sentence 3.wav,Aaaaah a cockroach!!!,-0.624,0.334,-0.608,-0.166260540485382,0.5761570930480957,0.5143008232116699,1.2360115728794092,0.02176334261664394,0.9782366573833561,1,inconsistent,0.8545369739270962
subject 18_disgust_sentence 4,subject 18_disgust_sentence 4.wav,"Eeeek, this is disgusting!!!",-0.301,0.1679999999999999,-0.191,-0.8418861031532288,0.666082501411438,0.60530686378479,1.0838581900356377,0.10869708229023663,0.8913029177097634,1,inconsistent,0.8545369739270962
subject 18_disgust_sentence 5,subject 18_disgust_sentence 5.wav,That's gross!,-0.385,0.1134999999999999,-0.319,-0.8558870553970337,-0.0041818022727966,0.1140321493148803,0.6504617343602369,0.8033254064665976,0.1966745935334026,0,consistent,0.8545369739270962
subject 18_fear_sentence 1,subject 18_fear_sentence 1.wav,"Oh my god, there is someone in the house!",0.1676,-0.184,0.1636,-0.1415175199508667,0.2612395286560058,0.2578752040863037,0.5501633331329078,0.8741572930774766,0.1258427069225234,0,consistent,0.8545369739270962
subject 18_fear_sentence 2,subject 18_fear_sentence 2.wav,Someone is climbing up the stairs,0.1995,0.111,0.055,-0.4793311953544616,-0.2475289106369018,-0.0730093717575073,0.7782937561143624,0.640378848708771,0.35962115129122907,0,consistent,0.8545369739270962
subject 18_fear_sentence 3,subject 18_fear_sentence 3.wav,Please don't kill me...,-0.174,0.238,0.1339999999999999,-0.7270185351371765,0.517682671546936,0.4964258670806885,0.7179167125078569,0.7291965417488495,0.27080345825115043,0,consistent,0.8545369739270962
subject 18_fear_sentence 4,subject 18_fear_sentence 4.wav,I'm not alone! Go away!,-0.2653333333333333,-0.356,-0.3253333333333333,-0.1534492969512939,0.3660366535186767,0.2602847814559936,0.9363778847190872,0.334604754007453,0.665395245992547,1,inconsistent,0.8545369739270962
subject 18_fear_sentence 5,subject 18_fear_sentence 5.wav,I have nothing to give you! Please don't hurt me!,0.0255714285714285,-0.1645714285714285,-0.0431428571428571,-0.4786964058876037,0.2363607883453369,0.216501235961914,0.6945845855732714,0.7576951774039954,0.24230482259600478,0,consistent,0.8545369739270962
subject 18_happiness_sentence 1,subject 18_happiness_sentence 1.wav,"That's great, I'm rich now!!!",0.4765,0.12425,0.3655,0.6401786804199219,0.5777573585510254,0.6012470722198486,0.5366901496619495,0.8809540720924126,0.11904592790758733,0,consistent,0.8545369739270962
subject 18_happiness_sentence 2,subject 18_happiness_sentence 2.wav,I won: this is great! I'm so happy!,0.47525,0.2,0.2645,0.4055839776992798,0.5346571207046509,0.5644345283508301,0.45476308601135,0.912544050546204,0.08745594945379605,0,consistent,0.8545369739270962
subject 18_happiness_sentence 3,subject 18_happiness_sentence 3.wav,Wahoo... This is so great.,0.4195,0.3325,0.167,0.5496196746826172,0.4291281700134277,0.475745677947998,0.3487004826942786,0.9361383368040573,0.06386166319594262,0,consistent,0.8545369739270962
subject 18_happiness_sentence 4,subject 18_happiness_sentence 4.wav,I'm so lucky!,0.92,0.22,0.586,-0.1545652747154235,0.2772351503372192,0.3002831935882568,1.1133734708194205,0.08202674545845981,0.9179732545415403,1,inconsistent,0.8545369739270962
subject 18_happiness_sentence 5,subject 18_happiness_sentence 5.wav,I'm so excited!,0.816,0.862,0.418,0.9160721302032472,0.3865190744400024,0.3593991994857788,0.4894186302499275,0.9009988404469911,0.09900115955300905,0,consistent,0.8545369739270962
subject 18_sadness_sentence 1,subject 18_sadness_sentence 1.wav,Life won't be the same now,0.304,-0.2235,0.18,-0.234639286994934,-0.8260420560836792,-0.626821756362915,1.1419941144263823,0.06148806616253014,0.9385119338374698,1,inconsistent,0.8545369739270962
subject 18_sadness_sentence 2,subject 18_sadness_sentence 2.wav,"Oh no, tell me this is not true, please!",0.1856,-0.1384,0.0748,-0.2995656132698059,-0.5463836789131165,-0.3539034128189087,0.7652600673767889,0.6613971620609521,0.3386028379390478,0,consistent,0.8545369739270962
subject 18_sadness_sentence 3,subject 18_sadness_sentence 3.wav,Everything was so perfect! I just don't understand!,0.4083333333333334,-0.0495,0.2508333333333333,0.4240214824676513,-0.2100676298141479,-0.0326215028762817,0.3261513850009125,0.9394633950338068,0.06053660496619314,0,consistent,0.8545369739270962
subject 18_sadness_sentence 4,subject 18_sadness_sentence 4.wav,I still loved her,0.4684999999999999,-0.548,-0.1085,-0.1850318908691406,-0.707782506942749,-0.4791678786277771,0.7681334898012977,0.6568490163040663,0.34315098369593355,0,consistent,0.8545369739270962
subject 18_sadness_sentence 5,subject 18_sadness_sentence 5.wav,She was my life,0.418,0.0735,0.324,-0.3273483514785766,-0.9227903485298156,-0.6388659477233887,1.5732925528682682,0.000214830689060327,0.9997851693109396,1,inconsistent,0.8545369739270962
subject 18_surprise_sentence 1,subject 18_surprise_sentence 1.wav,You have never told me that!,-0.012,-0.14275,-0.0455,-0.3724763989448547,0.4536759853363037,0.5468084812164307,0.9146018407490472,0.37809532541737223,0.6219046745826278,1,inconsistent,0.8545369739270962
subject 18_surprise_sentence 2,subject 18_surprise_sentence 2.wav,I didn't expect that!,-0.0206666666666666,0.1326666666666666,-0.082,-0.6945706605911255,0.712205171585083,0.6938145160675049,1.1797879619030986,0.04115239842429036,0.9588476015757095,1,inconsistent,0.8545369739270962
subject 18_surprise_sentence 3,subject 18_surprise_sentence 3.wav,"Wahoo, I would never have believed this!",0.1326666666666666,0.0923333333333333,-0.0333333333333333,-0.6411037445068359,-0.032824158668518,0.1705865859985351,0.8099187493274373,0.5854272989711217,0.4145727010288783,0,consistent,0.8545369739270962
subject 18_surprise_sentence 4,subject 18_surprise_sentence 4.wav,I never saw that coming!,-0.132,-0.04475,-0.0745,-0.5419327020645142,-0.0664037466049194,-0.0385345220565795,0.412076716847291,0.923871276544206,0.07612872345579406,0,consistent,0.8545369739270962
subject 18_surprise_sentence 5,subject 18_surprise_sentence 5.wav,"Oh my God, that's so weird!",0.012,0.1443333333333333,0.192,-0.144257366657257,0.6494364738464355,0.5610295534133911,0.6447700043297192,0.8084819312220153,0.19151806877798475,0,consistent,0.8545369739270962
subject 19_anger_sentence 1,subject 19_anger_sentence 1.wav,"What??? No, no, no, listen! I need this money!",0.25,0.0259999999999999,-0.0111999999999999,-0.3474838733673095,0.1914398670196533,0.2370253801345825,0.6678122250127215,0.7866099968890762,0.21339000311092382,0,consistent,0.8545369739270962
subject 19_anger_sentence 2,subject 19_anger_sentence 2.wav,I don't care about your coffee! Please serve me!,0.246,-0.1131428571428571,-0.0607142857142857,-0.4998295307159424,0.2547452449798584,0.3416839838027954,0.9238656351882332,0.35944587250599436,0.6405541274940056,1,inconsistent,0.8545369739270962
subject 19_anger_sentence 3,subject 19_anger_sentence 3.wav,I can have you fired you know!,0.17525,0.0444999999999999,-0.04125,-0.4943219423294067,-0.1863049268722534,-0.0732073187828064,0.7089561132024086,0.7405166416801039,0.25948335831989616,0,consistent,0.8545369739270962
subject 19_anger_sentence 4,subject 19_anger_sentence 4.wav,Is your coffee more important than my money?,0.4425,0.052,0.3265,-0.1312811374664306,-0.0464875698089599,0.040128469467163,0.6487936872526314,0.8048529254267027,0.19514707457329722,0,consistent,0.8545369739270962
subject 19_anger_sentence 5,subject 19_anger_sentence 5.wav,"You're getting paid to work, not drink coffee!",0.3251666666666666,0.1145,-0.037,-0.1542745232582092,-0.2010586857795715,-0.0178576707839965,0.5742887492675832,0.860585995615105,0.13941400438489504,0,consistent,0.8545369739270962
subject 19_disgust_sentence 1,subject 19_disgust_sentence 1.wav,That's horrible! I'll never eat noodles again.,-0.1916,0.1149999999999999,-0.1156,-0.3314021229743957,-0.195276141166687,-0.0621960759162902,0.3444820698860487,0.9367971448864474,0.0632028551135527,0,consistent,0.8545369739270962
subject 19_disgust_sentence 2,subject 19_disgust_sentence 2.wav,Something is moving inside my plate,0.0696,-0.0712,-0.112,-0.158203125,-0.1413283348083496,-0.106917917728424,0.2384073712429476,0.9484861882404846,0.05151381175951538,0,consistent,0.8545369739270962
subject 19_disgust_sentence 3,subject 19_disgust_sentence 3.wav,Aaaaah a cockroach!!!,-0.624,0.334,-0.608,0.1550992727279663,-0.2737786769866943,-0.1802488565444946,1.076736568382645,0.11604263497800016,0.8839573650219997,1,inconsistent,0.8545369739270962
subject 19_disgust_sentence 4,subject 19_disgust_sentence 4.wav,"Eeeek, this is disgusting!!!",-0.301,0.1679999999999999,-0.191,-0.9271902441978456,-0.1408120393753051,0.0094704627990722,0.726407257705047,0.7180304899672779,0.2819695100327221,0,consistent,0.8545369739270962
subject 19_disgust_sentence 5,subject 19_disgust_sentence 5.wav,That's gross!,-0.385,0.1134999999999999,-0.319,-0.6952064037322998,-0.1815189123153686,0.0057218074798583,0.5373159441085438,0.8806499831592022,0.11935001684079787,0,consistent,0.8545369739270962
subject 19_fear_sentence 1,subject 19_fear_sentence 1.wav,"Oh my god, there is someone in the house!",0.1676,-0.184,0.1636,-0.0428920984268188,-0.2429044246673584,-0.1455599665641784,0.3786245365417857,0.9309335854675413,0.06906641453245872,0,consistent,0.8545369739270962
subject 19_fear_sentence 2,subject 19_fear_sentence 2.wav,Someone is climbing up the stairs,0.1995,0.111,0.055,-0.1753982305526733,-0.2135002613067627,-0.100225806236267,0.5195615014426894,0.8888623595534709,0.11113764044652913,0,consistent,0.8545369739270962
subject 19_fear_sentence 3,subject 19_fear_sentence 3.wav,Please don't kill me...,-0.174,0.238,0.1339999999999999,-0.4007853865623474,-0.1637583971023559,-0.0535306930541992,0.4980052028220949,0.8977565344742928,0.10224346552570726,0,consistent,0.8545369739270962
subject 19_fear_sentence 4,subject 19_fear_sentence 4.wav,I'm not alone! Go away!,-0.2653333333333333,-0.356,-0.3253333333333333,-0.5833649635314941,-0.514606237411499,-0.3320578336715698,0.3554508056779889,0.9350471328520847,0.06495286714791533,0,consistent,0.8545369739270962
subject 19_fear_sentence 5,subject 19_fear_sentence 5.wav,I have nothing to give you! Please don't hurt me!,0.0255714285714285,-0.1645714285714285,-0.0431428571428571,-0.5913712978363037,-0.4915170669555664,-0.3165842294692993,0.7498546273949274,0.6849415469307325,0.3150584530692674,0,consistent,0.8545369739270962
subject 19_happiness_sentence 1,subject 19_happiness_sentence 1.wav,"That's great, I'm rich now!!!",0.4765,0.12425,0.3655,0.7429014444351196,0.2407674789428711,0.2982861995697021,0.2984354996722147,0.9429353630764555,0.05706463692354448,0,consistent,0.8545369739270962
subject 19_happiness_sentence 2,subject 19_happiness_sentence 2.wav,I won: this is great! I'm so happy!,0.47525,0.2,0.2645,0.2052960395812988,0.1183412075042724,0.189041256904602,0.2919543132874376,0.9436578900568563,0.05634210994314376,0,consistent,0.8545369739270962
subject 19_happiness_sentence 3,subject 19_happiness_sentence 3.wav,Wahoo... This is so great.,0.4195,0.3325,0.167,0.7599048614501953,0.4404215812683105,0.5352801084518433,0.5129841865824721,0.8916957169713917,0.10830428302860838,0,consistent,0.8545369739270962
subject 19_happiness_sentence 4,subject 19_happiness_sentence 4.wav,I'm so lucky!,0.92,0.22,0.586,0.1033951044082641,0.0810446739196777,0.1727941036224365,0.9256842069257012,0.3558078432395886,0.6441921567604114,1,inconsistent,0.8545369739270962
subject 19_happiness_sentence 5,subject 19_happiness_sentence 5.wav,I'm so excited!,0.816,0.862,0.418,0.9293992519378662,0.2906036376953125,0.3826577663421631,0.5836114003984351,0.854818341593244,0.14518165840675598,0,consistent,0.8545369739270962
subject 19_sadness_sentence 1,subject 19_sadness_sentence 1.wav,Life won't be the same now,0.304,-0.2235,0.18,-0.3860284686088562,-0.7297978401184082,-0.5407546162605286,1.1189119747594582,0.07766501364812532,0.9223349863518747,1,inconsistent,0.8545369739270962
subject 19_sadness_sentence 2,subject 19_sadness_sentence 2.wav,"Oh no, tell me this is not true, please!",0.1856,-0.1384,0.0748,-0.7063847780227661,-0.9664589762687684,-0.7089294195175171,1.44760157343824,0.001390872959483701,0.9986091270405163,1,inconsistent,0.8545369739270962
subject 19_sadness_sentence 3,subject 19_sadness_sentence 3.wav,Everything was so perfect! I just don't understand!,0.4083333333333334,-0.0495,0.2508333333333333,-0.080737292766571,-0.604953944683075,-0.3419719934463501,0.9482285154097128,0.31156507346851153,0.6884349265314885,1,inconsistent,0.8545369739270962
subject 19_sadness_sentence 4,subject 19_sadness_sentence 4.wav,I still loved her,0.4684999999999999,-0.548,-0.1085,0.2882711887359619,-0.4464658498764038,-0.1945044994354248,0.2240276366301872,0.9494686706767386,0.05053132932326156,0,consistent,0.8545369739270962
subject 19_sadness_sentence 5,subject 19_sadness_sentence 5.wav,She was my life,0.418,0.0735,0.324,-0.3151293396949768,-0.8060848712921143,-0.5165492296218872,1.4204475287547604,0.0020364947876695544,0.9979635052123303,1,inconsistent,0.8545369739270962
subject 19_surprise_sentence 1,subject 19_surprise_sentence 1.wav,You have never told me that!,-0.012,-0.14275,-0.0455,-0.3583456873893738,-0.1945638060569763,-0.0493069887161254,0.350220643072924,0.935896609002827,0.06410339099717315,0,consistent,0.8545369739270962
subject 19_surprise_sentence 2,subject 19_surprise_sentence 2.wav,I didn't expect that!,-0.0206666666666666,0.1326666666666666,-0.082,0.2380086183547973,-0.1284734606742859,-0.0773203372955322,0.3675989233276018,0.9329640603428726,0.06703593965712731,0,consistent,0.8545369739270962
subject 19_surprise_sentence 3,subject 19_surprise_sentence 3.wav,"Wahoo, I would never have believed this!",0.1326666666666666,0.0923333333333333,-0.0333333333333333,-0.3600314855575561,-0.1802453994750976,-0.0082700252532958,0.5636300242149349,0.8668143746325411,0.13318562536745893,0,consistent,0.8545369739270962
subject 19_surprise_sentence 4,subject 19_surprise_sentence 4.wav,I never saw that coming!,-0.132,-0.04475,-0.0745,-0.1927574276924133,-0.2138961553573608,-0.0767054557800293,0.1797407881566478,0.951760539477364,0.0482394605226359,0,consistent,0.8545369739270962
subject 19_surprise_sentence 5,subject 19_surprise_sentence 5.wav,"Oh my God, that's so weird!",0.012,0.1443333333333333,0.192,0.0990602970123291,-0.1887073516845703,-0.0672004222869873,0.4309065468368077,0.9192262862298238,0.08077371377017613,0,consistent,0.8545369739270962
subject 1_anger_sentence 1,subject 1_anger_sentence 1.wav,"What??? No, no, no, listen! I need this money!",0.25,0.0259999999999999,-0.0111999999999999,-0.511979341506958,0.8677911758422852,0.7819957733154297,1.385057556715524,0.0033072033983558412,0.9966927966016441,1,inconsistent,0.8545369739270962
subject 1_anger_sentence 2,subject 1_anger_sentence 2.wav,I don't care about your coffee! Please serve me!,0.246,-0.1131428571428571,-0.0607142857142857,-0.9240374565124512,0.4081214666366577,0.4122650623321533,1.3654353183383954,0.004301544543639141,0.9956984554563608,1,inconsistent,0.8545369739270962
subject 1_anger_sentence 3,subject 1_anger_sentence 3.wav,I can have you fired you know!,0.17525,0.0444999999999999,-0.04125,-0.6175614595413208,0.5730404853820801,0.6113436222076416,1.154895445836572,0.05375027387273415,0.9462497261272658,1,inconsistent,0.8545369739270962
subject 1_anger_sentence 4,subject 1_anger_sentence 4.wav,Is your coffee more important than my money?,0.4425,0.052,0.3265,-0.3829041123390198,0.2431714534759521,0.2495858669281005,0.8507374784012252,0.5075500612872614,0.49244993871273846,0,consistent,0.8545369739270962
subject 1_anger_sentence 5,subject 1_anger_sentence 5.wav,"You're getting paid to work, not drink coffee!",0.3251666666666666,0.1145,-0.037,-0.4251583218574524,0.4895699024200439,0.573430061340332,1.0374439165049174,0.16333919198994024,0.8366608080100597,1,inconsistent,0.8545369739270962
